ID,SourceCurrency,DestinationCurrency,SourceAmount
1977,EUR,INR,625434.45
1978,USD,EUR,625750.3
1979,EUR,AUD,626066.15
1980,EUR,AUD,626382
1981,EUR,INR,626697.85
1982,USD,EUR,627013.7
1983,EUR,AUD,627329.55
1984,EUR,AUD,627645.4
1985,EUR,INR,627961.25
1986,USD,EUR,628277.1
1987,EUR,AUD,628592.95
1988,EUR,AUD,628908.8
1989,EUR,INR,629224.65
1990,USD,EUR,629540.5
1991,EUR,AUD,629856.35
1992,EUR,AUD,630172.2
1993,EUR,INR,630488.05
1994,USD,EUR,630803.9
1995,EUR,AUD,631119.75
1996,EUR,AUD,631435.6
1997,EUR,INR,631751.45
1998,USD,EUR,632067.3
1999,EUR,AUD,632383.15
2000,EUR,AUD,632699
2001,EUR,INR,633014.85
2002,USD,EUR,633330.7
2003,EUR,AUD,633646.55
2004,EUR,AUD,633962.4
2005,EUR,INR,634278.25
2006,USD,EUR,634594.1
2007,EUR,AUD,634909.95
2008,EUR,AUD,635225.8
2009,EUR,INR,635541.65
2010,USD,EUR,635857.5
2011,EUR,AUD,636173.35
2012,EUR,AUD,636489.2
2013,EUR,INR,636805.05
2014,USD,EUR,637120.9
2015,EUR,AUD,637436.75
2016,EUR,AUD,637752.6
2017,EUR,INR,638068.45
2018,USD,EUR,638384.3
2019,EUR,AUD,638700.15
2020,EUR,AUD,639016
2021,EUR,INR,639331.85
2022,USD,EUR,639647.7
2023,EUR,AUD,639963.55
2024,EUR,AUD,640279.4
2025,EUR,INR,640595.25
2026,USD,EUR,640911.1
2027,EUR,AUD,641226.95
2028,EUR,AUD,641542.8
2029,EUR,INR,641858.65
2030,USD,EUR,642174.5
2031,EUR,AUD,642490.35
2032,EUR,AUD,642806.2
2033,EUR,INR,643122.05
2034,USD,EUR,643437.9
2035,EUR,AUD,643753.75
2036,EUR,AUD,644069.6
2037,EUR,INR,644385.45
2038,USD,EUR,644701.3
2039,EUR,AUD,645017.15
2040,EUR,AUD,645333
2041,EUR,INR,645648.85
2042,USD,EUR,645964.7
2043,EUR,AUD,646280.55
2044,EUR,AUD,646596.4
2045,EUR,INR,646912.25
2046,USD,EUR,647228.1
2047,EUR,AUD,647543.95
2048,EUR,AUD,647859.8
2049,EUR,INR,648175.65
2050,USD,EUR,648491.5
2051,EUR,AUD,648807.35
2052,EUR,AUD,649123.2
2053,EUR,INR,649439.05
2054,USD,EUR,649754.9
2055,EUR,AUD,650070.75
2056,EUR,AUD,650386.6
2057,EUR,INR,650702.45
2058,USD,EUR,651018.3
2059,EUR,AUD,651334.15
2060,EUR,AUD,651650
2061,EUR,INR,651965.85
2062,USD,EUR,652281.7
2063,EUR,AUD,652597.55
2064,EUR,AUD,652913.4
2065,EUR,INR,653229.25
2066,USD,EUR,653545.1
2067,EUR,AUD,653860.95
2068,EUR,AUD,654176.8
2069,EUR,INR,654492.65
2070,USD,EUR,654808.5
2071,EUR,AUD,655124.35
2072,EUR,AUD,655440.2
2073,EUR,INR,655756.05
2074,USD,EUR,656071.9
2075,EUR,AUD,656387.75
2076,EUR,AUD,656703.6
2077,EUR,INR,657019.45
2078,USD,EUR,657335.3
2079,EUR,AUD,657651.15
2080,EUR,AUD,657967
2081,EUR,INR,658282.85
2082,USD,EUR,658598.7
2083,EUR,AUD,658914.55
2084,EUR,AUD,659230.4
2085,EUR,INR,659546.25
2086,USD,EUR,659862.1
2087,EUR,AUD,660177.95
2088,EUR,AUD,660493.8
2089,EUR,INR,660809.65
2090,USD,EUR,661125.5
2091,EUR,AUD,661441.35
2092,EUR,AUD,661757.2
2093,EUR,INR,662073.05
2094,USD,EUR,662388.9
2095,EUR,AUD,662704.75
2096,EUR,AUD,663020.6
2097,EUR,INR,663336.45
2098,USD,EUR,663652.3
2099,EUR,AUD,663968.15
2100,EUR,AUD,664284
2101,EUR,INR,664599.85
2102,USD,EUR,664915.7
2103,EUR,AUD,665231.55
2104,EUR,AUD,665547.4
2105,EUR,INR,665863.25
2106,USD,EUR,666179.1
2107,EUR,AUD,666494.95
2108,EUR,AUD,666810.8
2109,EUR,INR,667126.65
2110,USD,EUR,667442.5
2111,EUR,AUD,667758.35
2112,EUR,AUD,668074.2
2113,EUR,INR,668390.05
2114,USD,EUR,668705.9
2115,EUR,AUD,669021.75
2116,EUR,AUD,669337.6
2117,EUR,INR,669653.45
2118,USD,EUR,669969.3
2119,EUR,AUD,670285.15
2120,EUR,AUD,670601
2121,EUR,INR,670916.85
2122,USD,EUR,671232.7
2123,EUR,AUD,671548.55
2124,EUR,AUD,671864.4
2125,EUR,INR,672180.25
2126,USD,EUR,672496.1
2127,EUR,AUD,672811.95
2128,EUR,AUD,673127.8
2129,EUR,INR,673443.65
2130,USD,EUR,673759.5
2131,EUR,AUD,674075.35
2132,EUR,AUD,674391.2
2133,EUR,INR,674707.05
2134,USD,EUR,675022.9
2135,EUR,AUD,675338.75
2136,EUR,AUD,675654.6
2137,EUR,INR,675970.45
2138,USD,EUR,676286.3
2139,EUR,AUD,676602.15
2140,EUR,AUD,676918
2141,EUR,INR,677233.85
2142,USD,EUR,677549.7
2143,EUR,AUD,677865.55
2144,EUR,AUD,678181.4
2145,EUR,INR,678497.25
2146,USD,EUR,678813.1
2147,EUR,AUD,679128.95
2148,EUR,AUD,679444.8
2149,EUR,INR,679760.65
2150,USD,EUR,680076.5
2151,EUR,AUD,680392.35
2152,EUR,AUD,680708.2
2153,EUR,INR,681024.05
2154,USD,EUR,681339.9
2155,EUR,AUD,681655.75
2156,EUR,AUD,681971.6
2157,EUR,INR,682287.45
2158,USD,EUR,682603.3
2159,EUR,AUD,682919.15
2160,EUR,AUD,683235
2161,EUR,INR,683550.85
2162,USD,EUR,683866.7
2163,EUR,AUD,684182.55
2164,EUR,AUD,684498.4
2165,EUR,INR,684814.25
2166,USD,EUR,685130.1
2167,EUR,AUD,685445.95
2168,EUR,AUD,685761.8
2169,EUR,INR,686077.65
2170,USD,EUR,686393.5
2171,EUR,AUD,686709.35
2172,EUR,AUD,687025.2
2173,EUR,INR,687341.05
2174,USD,EUR,687656.9
2175,EUR,AUD,687972.75
2176,EUR,AUD,688288.6
2177,EUR,INR,688604.45
2178,USD,EUR,688920.3
2179,EUR,AUD,689236.15
2180,EUR,AUD,689552
2181,EUR,INR,689867.85
2182,USD,EUR,690183.7
2183,EUR,AUD,690499.55
2184,EUR,AUD,690815.4
2185,EUR,INR,691131.25
2186,USD,EUR,691447.1
2187,EUR,AUD,691762.95
2188,EUR,AUD,692078.8
2189,EUR,INR,692394.65
2190,USD,EUR,692710.5
2191,EUR,AUD,693026.35
2192,EUR,AUD,693342.2
2193,EUR,INR,693658.05
2194,USD,EUR,693973.9
2195,EUR,AUD,694289.75
2196,EUR,AUD,694605.6
2197,EUR,INR,694921.45
2198,USD,EUR,695237.3
2199,EUR,AUD,695553.15
2200,EUR,AUD,695869
2201,EUR,INR,696184.85
2202,USD,EUR,696500.7
2203,EUR,AUD,696816.55
2204,EUR,AUD,697132.4
2205,EUR,INR,697448.25
2206,USD,EUR,697764.1
2207,EUR,AUD,698079.95
2208,EUR,AUD,698395.8
2209,EUR,INR,698711.65
2210,USD,EUR,699027.5
2211,EUR,AUD,699343.35
2212,EUR,AUD,699659.2
2213,EUR,INR,699975.05
2214,USD,EUR,700290.9
2215,EUR,AUD,700606.75
2216,EUR,AUD,700922.6
2217,EUR,INR,701238.45
2218,USD,EUR,701554.3
2219,EUR,AUD,701870.15
2220,EUR,AUD,702186
2221,EUR,INR,702501.85
2222,USD,EUR,702817.7
2223,EUR,AUD,703133.55
2224,EUR,AUD,703449.4
2225,EUR,INR,703765.25
2226,USD,EUR,704081.1
2227,EUR,AUD,704396.95
2228,EUR,AUD,704712.8
2229,EUR,INR,705028.65
2230,USD,EUR,705344.5
2231,EUR,AUD,705660.35
2232,EUR,AUD,705976.2
2233,EUR,INR,706292.05
2234,USD,EUR,706607.9
2235,EUR,AUD,706923.75
2236,EUR,AUD,707239.6
2237,EUR,INR,707555.45
2238,USD,EUR,707871.3
2239,EUR,AUD,708187.15
2240,EUR,AUD,708503
2241,EUR,INR,708818.85
2242,USD,EUR,709134.7
2243,EUR,AUD,709450.55
2244,EUR,AUD,709766.4
2245,EUR,INR,710082.25
2246,USD,EUR,710398.1
2247,EUR,AUD,710713.95
2248,EUR,AUD,711029.8
2249,EUR,INR,711345.65
2250,USD,EUR,711661.5
2251,EUR,AUD,711977.35
2252,EUR,AUD,712293.2
2253,EUR,INR,712609.05
2254,USD,EUR,712924.9
2255,EUR,AUD,713240.75
2256,EUR,AUD,713556.6
2257,EUR,INR,713872.45
2258,USD,EUR,714188.3
2259,EUR,AUD,714504.15
2260,EUR,AUD,714820
2261,EUR,INR,715135.85
2262,USD,EUR,715451.7
2263,EUR,AUD,715767.55
2264,EUR,AUD,716083.4
2265,EUR,INR,716399.25
2266,USD,EUR,716715.1
2267,EUR,AUD,717030.95
2268,EUR,AUD,717346.8
2269,EUR,INR,717662.65
2270,USD,EUR,717978.5
2271,EUR,AUD,718294.35
2272,EUR,AUD,718610.2
2273,EUR,INR,718926.05
2274,USD,EUR,719241.9
2275,EUR,AUD,719557.75
2276,EUR,AUD,719873.6
2277,EUR,INR,720189.45
2278,USD,EUR,720505.3
2279,EUR,AUD,720821.15
2280,EUR,AUD,721137
2281,EUR,INR,721452.85
2282,USD,EUR,721768.7
2283,EUR,AUD,722084.55
2284,EUR,AUD,722400.4
2285,EUR,INR,722716.25
2286,USD,EUR,723032.1
2287,EUR,AUD,723347.95
2288,EUR,AUD,723663.8
2289,EUR,INR,723979.65
2290,USD,EUR,724295.5
2291,EUR,AUD,724611.35
2292,EUR,AUD,724927.2
2293,EUR,INR,725243.05
2294,USD,EUR,725558.9
2295,EUR,AUD,725874.75
2296,EUR,AUD,726190.6
2297,EUR,INR,726506.45
2298,USD,EUR,726822.3
2299,EUR,AUD,727138.15
2300,EUR,AUD,727454
2301,EUR,INR,727769.85
2302,USD,EUR,728085.7
2303,EUR,AUD,728401.55
2304,EUR,AUD,728717.4
2305,EUR,INR,729033.25
2306,USD,EUR,729349.1
2307,EUR,AUD,729664.95
2308,EUR,AUD,729980.8
2309,EUR,INR,730296.65
2310,USD,EUR,730612.5
2311,EUR,AUD,730928.35
2312,EUR,AUD,731244.2
2313,EUR,INR,731560.05
2314,USD,EUR,731875.9
2315,EUR,AUD,732191.75
2316,EUR,AUD,732507.6
2317,EUR,INR,732823.45
2318,USD,EUR,733139.3
2319,EUR,AUD,733455.15
2320,EUR,AUD,733771
2321,EUR,INR,734086.85
2322,USD,EUR,734402.7
2323,EUR,AUD,734718.55
2324,EUR,AUD,735034.4
2325,EUR,INR,735350.25
2326,USD,EUR,735666.1
2327,EUR,AUD,735981.95
2328,EUR,AUD,736297.8
2329,EUR,INR,736613.65
2330,USD,EUR,736929.5
2331,EUR,AUD,737245.35
2332,EUR,AUD,737561.2
2333,EUR,INR,737877.05
2334,USD,EUR,738192.9
2335,EUR,AUD,738508.75
2336,EUR,AUD,738824.6
2337,EUR,INR,739140.45
2338,USD,EUR,739456.3
2339,EUR,AUD,739772.15
2340,EUR,AUD,740088
2341,EUR,INR,740403.85
2342,USD,EUR,740719.7
2343,EUR,AUD,741035.55
2344,EUR,AUD,741351.4
2345,EUR,INR,741667.25
2346,USD,EUR,741983.1
2347,EUR,AUD,742298.95
2348,EUR,AUD,742614.8
2349,EUR,INR,742930.65
2350,USD,EUR,743246.5
2351,EUR,AUD,743562.35
2352,EUR,AUD,743878.2
2353,EUR,INR,744194.05
2354,USD,EUR,744509.9
2355,EUR,AUD,744825.75
2356,EUR,AUD,745141.6
2357,EUR,INR,745457.45
2358,USD,EUR,745773.3
2359,EUR,AUD,746089.15
2360,EUR,AUD,746405
2361,EUR,INR,746720.85
2362,USD,EUR,747036.7
2363,EUR,AUD,747352.55
2364,EUR,AUD,747668.4
2365,EUR,INR,747984.25
2366,USD,EUR,748300.1
2367,EUR,AUD,748615.95
2368,EUR,AUD,748931.8
2369,EUR,INR,749247.65
2370,USD,EUR,749563.5
2371,EUR,AUD,749879.35
2372,EUR,AUD,750195.2
2373,EUR,INR,750511.05
2374,USD,EUR,750826.9
2375,EUR,AUD,751142.75
2376,EUR,AUD,751458.6
2377,EUR,INR,751774.45
2378,USD,EUR,752090.3
2379,EUR,AUD,752406.15
2380,EUR,AUD,752722
2381,EUR,INR,753037.85
2382,USD,EUR,753353.7
2383,EUR,AUD,753669.55
2384,EUR,AUD,753985.4
2385,EUR,INR,754301.25
2386,USD,EUR,754617.1
2387,EUR,AUD,754932.95
2388,EUR,AUD,755248.8
2389,EUR,INR,755564.65
2390,USD,EUR,755880.5
2391,EUR,AUD,756196.35
2392,EUR,AUD,756512.2
2393,EUR,INR,756828.05
2394,USD,EUR,757143.9
2395,EUR,AUD,757459.75
2396,EUR,AUD,757775.6
2397,EUR,INR,758091.45
2398,USD,EUR,758407.3
2399,EUR,AUD,758723.15
2400,EUR,AUD,759039
2401,EUR,INR,759354.85
2402,USD,EUR,759670.7
2403,EUR,AUD,759986.55
2404,EUR,AUD,760302.4
2405,EUR,INR,760618.25
2406,USD,EUR,760934.1
2407,EUR,AUD,761249.95
2408,EUR,AUD,761565.8
2409,EUR,INR,761881.65
2410,USD,EUR,762197.5
2411,EUR,AUD,762513.35
2412,EUR,AUD,762829.2
2413,EUR,INR,763145.05
2414,USD,EUR,763460.9
2415,EUR,AUD,763776.75
2416,EUR,AUD,764092.6
2417,EUR,INR,764408.45
2418,USD,EUR,764724.3
2419,EUR,AUD,765040.15
2420,EUR,AUD,765356
2421,EUR,INR,765671.85
2422,USD,EUR,765987.7
2423,EUR,AUD,766303.55
2424,EUR,AUD,766619.4
2425,EUR,INR,766935.25
2426,USD,EUR,767251.1
2427,EUR,AUD,767566.95
2428,EUR,AUD,767882.8
2429,EUR,INR,768198.65
2430,USD,EUR,768514.5
2431,EUR,AUD,768830.35
2432,EUR,AUD,769146.2
2433,EUR,INR,769462.05
2434,USD,EUR,769777.9
2435,EUR,AUD,770093.75
2436,EUR,AUD,770409.6
2437,EUR,INR,770725.45
2438,USD,EUR,771041.3
2439,EUR,AUD,771357.15
2440,EUR,AUD,771673
2441,EUR,INR,771988.85
2442,USD,EUR,772304.7
2443,EUR,AUD,772620.55
2444,EUR,AUD,772936.4
2445,EUR,INR,773252.25
2446,USD,EUR,773568.1
2447,EUR,AUD,773883.95
2448,EUR,AUD,774199.8
2449,EUR,INR,774515.65
2450,USD,EUR,774831.5
2451,EUR,AUD,775147.35
2452,EUR,AUD,775463.2
2453,EUR,INR,775779.05
2454,USD,EUR,776094.9
2455,EUR,AUD,776410.75
2456,EUR,AUD,776726.6
2457,EUR,INR,777042.45
2458,USD,EUR,777358.3
2459,EUR,AUD,777674.15
2460,EUR,AUD,777990
2461,EUR,INR,778305.85
2462,USD,EUR,778621.7
2463,EUR,AUD,778937.55
2464,EUR,AUD,779253.4
2465,EUR,INR,779569.25
2466,USD,EUR,779885.1
2467,EUR,AUD,780200.95
2468,EUR,AUD,780516.8
2469,EUR,INR,780832.65
2470,USD,EUR,781148.5
2471,EUR,AUD,781464.35
2472,EUR,AUD,781780.2
2473,EUR,INR,782096.05
2474,USD,EUR,782411.9
2475,EUR,AUD,782727.75
2476,EUR,AUD,783043.6
2477,EUR,INR,783359.45
2478,USD,EUR,783675.3
2479,EUR,AUD,783991.15
2480,EUR,AUD,784307
2481,EUR,INR,784622.85
2482,USD,EUR,784938.7
2483,EUR,AUD,785254.55
2484,EUR,AUD,785570.4
2485,EUR,INR,785886.25
2486,USD,EUR,786202.1
2487,EUR,AUD,786517.95
2488,EUR,AUD,786833.8
2489,EUR,INR,787149.65
2490,USD,EUR,787465.5
2491,EUR,AUD,787781.35
2492,EUR,AUD,788097.2
2493,EUR,INR,788413.05
2494,USD,EUR,788728.9
2495,EUR,AUD,789044.75
2496,EUR,AUD,789360.6
2497,EUR,INR,789676.45
2498,USD,EUR,789992.3
2499,EUR,AUD,790308.15
2500,EUR,AUD,790624
2501,EUR,INR,790939.85
2502,USD,EUR,791255.7
2503,EUR,AUD,791571.55
2504,EUR,AUD,791887.4
2505,EUR,INR,792203.25
2506,USD,EUR,792519.1
2507,EUR,AUD,792834.95
2508,EUR,AUD,793150.8
2509,EUR,INR,793466.65
2510,USD,EUR,793782.5
2511,EUR,AUD,794098.35
2512,EUR,AUD,794414.2
2513,EUR,INR,794730.05
2514,USD,EUR,795045.9
2515,EUR,AUD,795361.75
2516,EUR,AUD,795677.6
2517,EUR,INR,795993.45
2518,USD,EUR,796309.3
2519,EUR,AUD,796625.15
2520,EUR,AUD,796941
2521,EUR,INR,797256.85
2522,USD,EUR,797572.7
2523,EUR,AUD,797888.55
2524,EUR,AUD,798204.4
2525,EUR,INR,798520.25
2526,USD,EUR,798836.1
2527,EUR,AUD,799151.95
2528,EUR,AUD,799467.8
2529,EUR,INR,799783.65
2530,USD,EUR,800099.5
2531,EUR,AUD,800415.35
2532,EUR,AUD,800731.2
2533,EUR,INR,801047.05
2534,USD,EUR,801362.9
2535,EUR,AUD,801678.75
2536,EUR,AUD,801994.6
2537,EUR,INR,802310.45
2538,USD,EUR,802626.3
2539,EUR,AUD,802942.15
2540,EUR,AUD,803258
2541,EUR,INR,803573.85
2542,USD,EUR,803889.7
2543,EUR,AUD,804205.55
2544,EUR,AUD,804521.4
2545,EUR,INR,804837.25
2546,USD,EUR,805153.1
2547,EUR,AUD,805468.95
2548,EUR,AUD,805784.8
2549,EUR,INR,806100.65
2550,USD,EUR,806416.5
2551,EUR,AUD,806732.35
2552,EUR,AUD,807048.2
2553,EUR,INR,807364.05
2554,USD,EUR,807679.9
2555,EUR,AUD,807995.75
2556,EUR,AUD,808311.6
2557,EUR,INR,808627.45
2558,USD,EUR,808943.3
2559,EUR,AUD,809259.15
2560,EUR,AUD,809575
2561,EUR,INR,809890.85
2562,USD,EUR,810206.7
2563,EUR,AUD,810522.55
2564,EUR,AUD,810838.4
2565,EUR,INR,811154.25
2566,USD,EUR,811470.1
2567,EUR,AUD,811785.95
2568,EUR,AUD,812101.8
2569,EUR,INR,812417.65
2570,USD,EUR,812733.5
2571,EUR,AUD,813049.35
2572,EUR,AUD,813365.2
2573,EUR,INR,813681.05
2574,USD,EUR,813996.9
2575,EUR,AUD,814312.75
2576,EUR,AUD,814628.6
2577,EUR,INR,814944.45
2578,USD,EUR,815260.3
2579,EUR,AUD,815576.15
2580,EUR,AUD,815892
2581,EUR,INR,816207.85
2582,USD,EUR,816523.7
2583,EUR,AUD,816839.55
2584,EUR,AUD,817155.4
2585,EUR,INR,817471.25
2586,USD,EUR,817787.1
2587,EUR,AUD,818102.95
2588,EUR,AUD,818418.8
2589,EUR,INR,818734.65
2590,USD,EUR,819050.5
2591,EUR,AUD,819366.35
2592,EUR,AUD,819682.2
2593,EUR,INR,819998.05
2594,USD,EUR,820313.9
2595,EUR,AUD,820629.75
2596,EUR,AUD,820945.6
2597,EUR,INR,821261.45
2598,USD,EUR,821577.3
2599,EUR,AUD,821893.15
2600,EUR,AUD,822209
2601,EUR,INR,822524.85
2602,USD,EUR,822840.7
2603,EUR,AUD,823156.55
2604,EUR,AUD,823472.4
2605,EUR,INR,823788.25
2606,USD,EUR,824104.1
2607,EUR,AUD,824419.95
2608,EUR,AUD,824735.8
2609,EUR,INR,825051.65
2610,USD,EUR,825367.5
2611,EUR,AUD,825683.35
2612,EUR,AUD,825999.2
2613,EUR,INR,826315.05
2614,USD,EUR,826630.9
2615,EUR,AUD,826946.75
2616,EUR,AUD,827262.6
2617,EUR,INR,827578.45
2618,USD,EUR,827894.3
2619,EUR,AUD,828210.15
2620,EUR,AUD,828526
2621,EUR,INR,828841.85
2622,USD,EUR,829157.7
2623,EUR,AUD,829473.55
2624,EUR,AUD,829789.4
2625,EUR,INR,830105.25
2626,USD,EUR,830421.1
2627,EUR,AUD,830736.95
2628,EUR,AUD,831052.8
2629,EUR,INR,831368.65
2630,USD,EUR,831684.5
2631,EUR,AUD,832000.35
2632,EUR,AUD,832316.2
2633,EUR,INR,832632.05
2634,USD,EUR,832947.9
2635,EUR,AUD,833263.75
2636,EUR,AUD,833579.6
2637,EUR,INR,833895.45
2638,USD,EUR,834211.3
2639,EUR,AUD,834527.15
2640,EUR,AUD,834843
2641,EUR,INR,835158.85
2642,USD,EUR,835474.7
2643,EUR,AUD,835790.55
2644,EUR,AUD,836106.4
2645,EUR,INR,836422.25
2646,USD,EUR,836738.1
2647,EUR,AUD,837053.95
2648,EUR,AUD,837369.8
2649,EUR,INR,837685.65
2650,USD,EUR,838001.5
2651,EUR,AUD,838317.35
2652,EUR,AUD,838633.2
2653,EUR,INR,838949.05
2654,USD,EUR,839264.9
2655,EUR,AUD,839580.75
2656,EUR,AUD,839896.6
2657,EUR,INR,840212.45
2658,USD,EUR,840528.3
2659,EUR,AUD,840844.15
2660,EUR,AUD,841160
2661,EUR,INR,841475.85
2662,USD,EUR,841791.7
2663,EUR,AUD,842107.55
2664,EUR,AUD,842423.4
2665,EUR,INR,842739.25
2666,USD,EUR,843055.1
2667,EUR,AUD,843370.95
2668,EUR,AUD,843686.8
2669,EUR,INR,844002.65
2670,USD,EUR,844318.5
2671,EUR,AUD,844634.35
2672,EUR,AUD,844950.2
2673,EUR,INR,845266.05
2674,USD,EUR,845581.9
2675,EUR,AUD,845897.75
2676,EUR,AUD,846213.6
2677,EUR,INR,846529.45
2678,USD,EUR,846845.3
2679,EUR,AUD,847161.15
2680,EUR,AUD,847477
2681,EUR,INR,847792.85
2682,USD,EUR,848108.7
2683,EUR,AUD,848424.55
2684,EUR,AUD,848740.4
2685,EUR,INR,849056.25
2686,USD,EUR,849372.1
2687,EUR,AUD,849687.95
2688,EUR,AUD,850003.8
2689,EUR,INR,850319.65
2690,USD,EUR,850635.5
2691,EUR,AUD,850951.35
2692,EUR,AUD,851267.2
2693,EUR,INR,851583.05
2694,USD,EUR,851898.9
2695,EUR,AUD,852214.75
2696,EUR,AUD,852530.6
2697,EUR,INR,852846.45
2698,USD,EUR,853162.3
2699,EUR,AUD,853478.15
2700,EUR,AUD,853794
2701,EUR,INR,854109.85
2702,USD,EUR,854425.7
2703,EUR,AUD,854741.55
2704,EUR,AUD,855057.4
2705,EUR,INR,855373.25
2706,USD,EUR,855689.1
2707,EUR,AUD,856004.95
2708,EUR,AUD,856320.8
2709,EUR,INR,856636.65
2710,USD,EUR,856952.5
2711,EUR,AUD,857268.35
2712,EUR,AUD,857584.2
2713,EUR,INR,857900.05
2714,USD,EUR,858215.9
2715,EUR,AUD,858531.75
2716,EUR,AUD,858847.6
2717,EUR,INR,859163.45
2718,USD,EUR,859479.3
2719,EUR,AUD,859795.15
2720,EUR,AUD,860111
2721,EUR,INR,860426.85
2722,USD,EUR,860742.7
2723,EUR,AUD,861058.55
2724,EUR,AUD,861374.4
2725,EUR,INR,861690.25
2726,USD,EUR,862006.1
2727,EUR,AUD,862321.95
2728,EUR,AUD,862637.8
2729,EUR,INR,862953.65
2730,USD,EUR,863269.5
2731,EUR,AUD,863585.35
2732,EUR,AUD,863901.2
2733,EUR,INR,864217.05
2734,USD,EUR,864532.9
2735,EUR,AUD,864848.75
2736,EUR,AUD,865164.6
2737,EUR,INR,865480.45
2738,USD,EUR,865796.3
2739,EUR,AUD,866112.15
2740,EUR,AUD,866428
2741,EUR,INR,866743.85
2742,USD,EUR,867059.7
2743,EUR,AUD,867375.55
2744,EUR,AUD,867691.4
2745,EUR,INR,868007.25
2746,USD,EUR,868323.1
2747,EUR,AUD,868638.95
2748,EUR,AUD,868954.8
2749,EUR,INR,869270.65
2750,USD,EUR,869586.5
2751,EUR,AUD,869902.35
2752,EUR,AUD,870218.2
2753,EUR,INR,870534.05
2754,USD,EUR,870849.9
2755,EUR,AUD,871165.75
2756,EUR,AUD,871481.6
2757,EUR,INR,871797.45
2758,USD,EUR,872113.3
2759,EUR,AUD,872429.15
2760,EUR,AUD,872745
2761,EUR,INR,873060.85
2762,USD,EUR,873376.7
2763,EUR,AUD,873692.55
2764,EUR,AUD,874008.4
2765,EUR,INR,874324.25
2766,USD,EUR,874640.1
2767,EUR,AUD,874955.95
2768,EUR,AUD,875271.8
2769,EUR,INR,875587.65
2770,USD,EUR,875903.5
2771,EUR,AUD,876219.35
2772,EUR,AUD,876535.2
2773,EUR,INR,876851.05
2774,USD,EUR,877166.9
2775,EUR,AUD,877482.75
2776,EUR,AUD,877798.6
2777,EUR,INR,878114.45
2778,USD,EUR,878430.3
2779,EUR,AUD,878746.15
2780,EUR,AUD,879062
2781,EUR,INR,879377.85
2782,USD,EUR,879693.7
2783,EUR,AUD,880009.55
2784,EUR,AUD,880325.4
2785,EUR,INR,880641.25
2786,USD,EUR,880957.1
2787,EUR,AUD,881272.95
2788,EUR,AUD,881588.8
2789,EUR,INR,881904.65
2790,USD,EUR,882220.5
2791,EUR,AUD,882536.35
2792,EUR,AUD,882852.2
2793,EUR,INR,883168.05
2794,USD,EUR,883483.9
2795,EUR,AUD,883799.75
2796,EUR,AUD,884115.6
2797,EUR,INR,884431.45
2798,USD,EUR,884747.3
2799,EUR,AUD,885063.15
2800,EUR,AUD,885379
2801,EUR,INR,885694.85
2802,USD,EUR,886010.7
2803,EUR,AUD,886326.55
2804,EUR,AUD,886642.4
2805,EUR,INR,886958.25
2806,USD,EUR,887274.1
2807,EUR,AUD,887589.95
2808,EUR,AUD,887905.8
2809,EUR,INR,888221.65
2810,USD,EUR,888537.5
2811,EUR,AUD,888853.35
2812,EUR,AUD,889169.2
2813,EUR,INR,889485.05
2814,USD,EUR,889800.9
2815,EUR,AUD,890116.75
2816,EUR,AUD,890432.6
2817,EUR,INR,890748.45
2818,USD,EUR,891064.3
2819,EUR,AUD,891380.15
2820,EUR,AUD,891696
2821,EUR,INR,892011.85
2822,USD,EUR,892327.7
2823,EUR,AUD,892643.55
2824,EUR,AUD,892959.4
2825,EUR,INR,893275.25
2826,USD,EUR,893591.1
2827,EUR,AUD,893906.95
2828,EUR,AUD,894222.8
2829,EUR,INR,894538.65
2830,USD,EUR,894854.5
2831,EUR,AUD,895170.35
2832,EUR,AUD,895486.2
2833,EUR,INR,895802.05
2834,USD,EUR,896117.9
2835,EUR,AUD,896433.75
2836,EUR,AUD,896749.6
2837,EUR,INR,897065.45
2838,USD,EUR,897381.3
2839,EUR,AUD,897697.15
2840,EUR,AUD,898013
2841,EUR,INR,898328.85
2842,USD,EUR,898644.7
2843,EUR,AUD,898960.55
2844,EUR,AUD,899276.4
2845,EUR,INR,899592.25
2846,USD,EUR,899908.1
2847,EUR,AUD,900223.95
2848,EUR,AUD,900539.8
2849,EUR,INR,900855.65
2850,USD,EUR,901171.5
2851,EUR,AUD,901487.35
2852,EUR,AUD,901803.2
2853,EUR,INR,902119.05
2854,USD,EUR,902434.9
2855,EUR,AUD,902750.75
2856,EUR,AUD,903066.6
2857,EUR,INR,903382.45
2858,USD,EUR,903698.3
2859,EUR,AUD,904014.15
2860,EUR,AUD,904330
2861,EUR,INR,904645.85
2862,USD,EUR,904961.7
2863,EUR,AUD,905277.55
2864,EUR,AUD,905593.4
2865,EUR,INR,905909.25
2866,USD,EUR,906225.1
2867,EUR,AUD,906540.95
2868,EUR,AUD,906856.8
2869,EUR,INR,907172.65
2870,USD,EUR,907488.5
2871,EUR,AUD,907804.35
2872,EUR,AUD,908120.2
2873,EUR,INR,908436.05
2874,USD,EUR,908751.9
2875,EUR,AUD,909067.75
2876,EUR,AUD,909383.6
2877,EUR,INR,909699.45
2878,USD,EUR,910015.3
2879,EUR,AUD,910331.15
2880,EUR,AUD,910647
2881,EUR,INR,910962.85
2882,USD,EUR,911278.7
2883,EUR,AUD,911594.55
